Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 13:00,2017,3,8,13:00,8.7,,-2.8,,44,,0,,23,,58,,16.1,,99.58,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 14:00,2017,3,8,14:00,8,,-3.8,,43,,0,,25,,65,,16.1,,99.51,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 15:00,2017,3,8,15:00,9.3,,-6.5,,32,,0,,26,,74,,16.1,,99.46,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 16:00,2017,3,8,16:00,8.7,,-5.9,,35,,0,,27,,43,,16.1,,99.58,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 17:00,2017,3,8,17:00,7.9,,-7.4,,33,,0,,27,,55,,16.1,,99.64,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 18:00,2017,3,8,18:00,6.8,,-6.2,,39,,0,,28,,39,,16.1,,99.79,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 19:00,2017,3,8,19:00,5.4,,-5.3,,46,,0,,28,,30,,16.1,,99.91,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 20:00,2017,3,8,20:00,5.1,,-5.6,,46,,0,,27,,24,,16.1,,99.96,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 21:00,2017,3,8,21:00,5,,-5.6,,46,,0,,29,,39,,16.1,,100.04,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 22:00,2017,3,8,22:00,4.2,,-7.6,,42,,0,,28,,39,,16.1,,100.11,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/8 23:00,2017,3,8,23:00,3.6,,-8.2,,42,,0,,27,,37,,16.1,,100.17,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 0:00,2017,3,9,0:00,3.4,,-7.7,,44,,0,,27,,32,,16.1,,100.22,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 1:00,2017,3,9,1:00,2.6,,-7.3,,48,,0,,30,,37,,16.1,,100.33,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 2:00,2017,3,9,2:00,1.3,,-9.4,,45,,0,,30,,28,,16.1,,100.5,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 3:00,2017,3,9,3:00,0.1,,-7.8,,55,,0,,29,,24,,16.1,,100.56,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 4:00,2017,3,9,4:00,-0.6,,-7.2,,61,,0,,29,,18,,16.1,,100.6,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 5:00,2017,3,9,5:00,-0.7,,-7.3,,61,,0,,29,,24,,16.1,,100.65,,,,-7,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 6:00,2017,3,9,6:00,-0.8,,-7.4,,61,,0,,28,,21,,16.1,,100.73,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 7:00,2017,3,9,7:00,-0.5,,-8.2,,56,,0,,29,,17,,16.1,,100.8,,,,-5,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 8:00,2017,3,9,8:00,-0.4,,-8.6,,54,,0,,29,,37,,16.1,,100.88,,,,-8,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 9:00,2017,3,9,9:00,0.1,,-10,,47,,0,,28,,28,,16.1,,100.96,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 10:00,2017,3,9,10:00,1.2,,-9.3,,46,,0,,28,,21,,16.1,,100.96,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 11:00,2017,3,9,11:00,1.5,,-8.5,,47,,0,,28,,24,,16.1,,101.04,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 12:00,2017,3,9,12:00,2.4,,-8.7,,44,,0,,27,,32,,16.1,,101.01,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 13:00,2017,3,9,13:00,3.1,,-8.6,,42,,0,,26,,30,,16.1,,100.95,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 14:00,2017,3,9,14:00,3.3,,-9.1,,40,,0,,28,,30,,16.1,,100.89,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 15:00,2017,3,9,15:00,3.2,,-9.2,,40,,0,,28,,28,,16.1,,100.9,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 16:00,2017,3,9,16:00,3.3,,-8.7,,41,,0,,29,,26,,16.1,,100.9,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 17:00,2017,3,9,17:00,2.7,,-9,,42,,0,,29,,28,,16.1,,100.9,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 18:00,2017,3,9,18:00,1.8,,-8.6,,46,,0,,28,,18,,16.1,,100.92,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 19:00,2017,3,9,19:00,1.4,,-7.9,,50,,0,,26,,24,,16.1,,100.96,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 20:00,2017,3,9,20:00,1.1,,-8.5,,49,,0,,28,,17,,16.1,,101.02,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 21:00,2017,3,9,21:00,0.9,,-9.4,,46,,0,,28,,15,,16.1,,100.99,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 22:00,2017,3,9,22:00,0.6,,-8.9,,49,,0,,28,,15,,16.1,,100.94,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/9 23:00,2017,3,9,23:00,0.2,,-8.7,,51,,0,,29,,9,,16.1,,100.87,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 0:00,2017,3,10,0:00,0.2,,-8.5,,52,,0,,31,,9,,16.1,,100.81,,,,,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 1:00,2017,3,10,1:00,-0.2,,-8.2,,55,,0,,32,,21,,16.1,,100.77,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 2:00,2017,3,10,2:00,-0.7,,-8.2,,57,,0,,33,,21,,16.1,,100.68,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 3:00,2017,3,10,3:00,-1.1,,-7.9,,60,,0,,33,,18,,16.1,,100.65,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 4:00,2017,3,10,4:00,-1.9,,-8.7,,60,,0,,34,,11,,16.1,,100.63,,,,-6,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 5:00,2017,3,10,5:00,-2.4,,-9.6,,58,,0,,31,,22,,16.1,,100.7,,,,-9,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 6:00,2017,3,10,6:00,-3.2,,-10.3,,58,,0,,31,,18,,16.1,,100.78,,,,-9,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 7:00,2017,3,10,7:00,-3.9,,-11.5,,56,,0,,31,,24,,16.1,,100.81,,,,-11,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 8:00,2017,3,10,8:00,-3.8,,-10.3,,61,,0,,32,,21,,16.1,,100.89,,,,-10,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 9:00,2017,3,10,9:00,-4.3,,-12.6,,53,,0,,33,,13,,16.1,,100.92,,,,-9,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 10:00,2017,3,10,10:00,-3.9,,-12.2,,53,,0,,31,,22,,16.1,,100.93,,,,-10,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 11:00,2017,3,10,11:00,-4.2,,-14.7,,44,,0,,34,,24,,16.1,,100.94,,,,-11,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 12:00,2017,3,10,12:00,-4.8,,-13.8,,50,,0,,31,,35,,12.9,,100.95,,,,-13,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 13:00,2017,3,10,13:00,-5.1,,-16.1,,42,,0,,30,,45,,16.1,,100.94,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 14:00,2017,3,10,14:00,-5,,-18.6,,34,,0,,31,,34,,16.1,,100.96,,,,-13,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 15:00,2017,3,10,15:00,-6.1,,-17.7,,40,,0,,29,,50,,16.1,,101.03,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 16:00,2017,3,10,16:00,-7.1,,-17.4,,44,,0,,31,,39,,16.1,,101.11,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 17:00,2017,3,10,17:00,-8.1,,-19.2,,41,,0,,31,,39,,16.1,,101.18,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 18:00,2017,3,10,18:00,-8.6,,-18.3,,46,,0,,29,,35,,16.1,,101.24,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 19:00,2017,3,10,19:00,-9.3,,-17.9,,50,,0,,31,,26,,16.1,,101.29,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 20:00,2017,3,10,20:00,-9.2,,-17.6,,51,,0,,30,,30,,16.1,,101.33,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 21:00,2017,3,10,21:00,-9.3,,-16.8,,55,,0,,29,,24,,16.1,,101.32,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 22:00,2017,3,10,22:00,-9,,-16.4,,56,,0,,30,,26,,16.1,,101.33,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/10 23:00,2017,3,10,23:00,-8.8,,-15.4,,59,,0,,28,,30,,16.1,,101.32,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 0:00,2017,3,11,0:00,-8.3,,-16.1,,54,,0,,29,,22,,16.1,,101.29,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 1:00,2017,3,11,1:00,-8.3,,-16.3,,53,,0,,29,,30,,16.1,,101.28,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 2:00,2017,3,11,2:00,-8.4,,-16.6,,52,,0,,33,,11,,16.1,,101.31,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 3:00,2017,3,11,3:00,-11.2,,-16.4,,66,,0,,1,,18,,16.1,,101.35,,,,-19,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 4:00,2017,3,11,4:00,-11.1,,-16.8,,63,,0,,35,,13,,16.1,,101.39,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 5:00,2017,3,11,5:00,-11.4,,-18.7,,55,,0,,32,,11,,16.1,,101.44,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 6:00,2017,3,11,6:00,-11.5,,-19.7,,51,,0,,32,,8,,16.1,,101.49,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 7:00,2017,3,11,7:00,-11.8,,-18.9,,56,,0,,32,,11,,16.1,,101.54,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 8:00,2017,3,11,8:00,-11.4,,-17.7,,60,,0,,31,,13,,16.1,,101.59,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 9:00,2017,3,11,9:00,-10.5,,-17.5,,57,,0,,28,,18,,16.1,,101.61,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 10:00,2017,3,11,10:00,-8.5,,-17.9,,47,,0,,33,,24,,16.1,,101.58,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 11:00,2017,3,11,11:00,-6.8,,-18.4,,40,,0,,30,,34,,16.1,,101.55,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 12:00,2017,3,11,12:00,-6.5,,-19.3,,36,,0,,29,,32,,16.1,,101.56,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 13:00,2017,3,11,13:00,-5.8,,-17.7,,39,,0,,28,,43,,16.1,,101.56,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 14:00,2017,3,11,14:00,-6.3,,-16.1,,46,,0,,29,,35,,16.1,,101.57,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 15:00,2017,3,11,15:00,-7,,-14.3,,57,,0,,29,,34,,14.5,,101.59,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 16:00,2017,3,11,16:00,-5.9,,-15.7,,46,,0,,32,,21,,16.1,,101.6,,,,-13,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 17:00,2017,3,11,17:00,-6.6,,-13.4,,59,,0,,29,,32,,16.1,,101.63,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 18:00,2017,3,11,18:00,-6.9,,-15.2,,52,,0,,30,,30,,16.1,,101.67,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 19:00,2017,3,11,19:00,-7.6,,-13.3,,64,,0,,32,,11,,16.1,,101.74,,,,-13,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 20:00,2017,3,11,20:00,-8.3,,-14.2,,63,,0,,32,,17,,16.1,,101.8,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 21:00,2017,3,11,21:00,-8.5,,-14.2,,64,,0,,35,,13,,16.1,,101.83,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 22:00,2017,3,11,22:00,-9.2,,-13.4,,72,,0,,7,,15,,16.1,,101.89,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/11 23:00,2017,3,11,23:00,-9.6,,-14.5,,68,,0,,5,,13,,16.1,,101.92,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 0:00,2017,3,12,0:00,-9.8,,-15.2,,65,,0,,3,,11,,16.1,,101.93,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 1:00,2017,3,12,1:00,-9.9,,-15.7,,63,,0,,36,,15,,16.1,,101.92,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 2:00,2017,3,12,2:00,-10.4,,-17.8,,55,,0,,35,,22,,16.1,,101.96,,,,-19,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 3:00,2017,3,12,3:00,-10.7,,-19.2,,50,,0,,36,,18,,16.1,,101.94,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 4:00,2017,3,12,4:00,-11.1,,-20.9,,45,,0,,35,,24,,16.1,,101.99,,,,-20,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 5:00,2017,3,12,5:00,-11.8,,-21.8,,44,,0,,33,,13,,16.1,,102.05,,,,-18,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 6:00,2017,3,12,6:00,-11.9,,-21.9,,44,,0,,34,,15,,16.1,,102.06,,,,-19,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 7:00,2017,3,12,7:00,-12.2,,-23.5,,39,,0,,33,,17,,16.1,,102.1,,,,-20,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 8:00,2017,3,12,8:00,-11.6,,-21.3,,45,,0,,35,,8,,16.1,,102.13,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 9:00,2017,3,12,9:00,-10.9,,-21.2,,43,,0,,34,,8,,16.1,,102.18,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 10:00,2017,3,12,10:00,-10,,-20.1,,44,,0,,23,,5,,16.1,,102.14,,,,-13,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 11:00,2017,3,12,11:00,-8.3,,-18,,46,,0,,28,,17,,16.1,,102.12,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 12:00,2017,3,12,12:00,-7.1,,-16.6,,47,,0,,23,,22,,16.1,,102.11,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 13:00,2017,3,12,13:00,-7.5,,-14.7,,57,,0,,18,,17,,16.1,,102.09,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 14:00,2017,3,12,14:00,-6.1,,-13.8,,55,,0,,16,,8,,16.1,,102.05,,,,-10,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 15:00,2017,3,12,15:00,-3.8,,-15.3,,41,,0,,29,,22,,16.1,,102.02,,,,-10,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 16:00,2017,3,12,16:00,-4,,-17.4,,35,,0,,30,,32,,16.1,,102,,,,-12,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 17:00,2017,3,12,17:00,-4.6,,-17.6,,36,,0,,31,,26,,16.1,,102.04,,,,-12,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 18:00,2017,3,12,18:00,-5.4,,-16.4,,42,,0,,28,,30,,16.1,,102.14,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 19:00,2017,3,12,19:00,-6.3,,-15.9,,47,,0,,28,,28,,16.1,,102.22,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 20:00,2017,3,12,20:00,-7,,-15.8,,50,,0,,29,,24,,16.1,,102.22,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 21:00,2017,3,12,21:00,-7.4,,-15.9,,51,,0,,32,,13,,16.1,,102.22,,,,-13,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 22:00,2017,3,12,22:00,-8,,-17.2,,48,,0,,30,,13,,16.1,,102.28,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/12 23:00,2017,3,12,23:00,-8.4,,-17.3,,49,,0,,32,,13,,16.1,,102.3,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 0:00,2017,3,13,0:00,-9.3,,-14.9,,64,,0,,5,,17,,16.1,,102.33,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 1:00,2017,3,13,1:00,-9.2,,-16.2,,57,,0,,1,,5,,16.1,,102.37,,,,-12,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 2:00,2017,3,13,2:00,-9.3,,-18.5,,48,,0,,3,,11,,16.1,,102.39,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 3:00,2017,3,13,3:00,-9.7,,-18.8,,48,,0,,3,,18,,16.1,,102.33,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 4:00,2017,3,13,4:00,-9.6,,-19.2,,46,,0,,5,,13,,16.1,,102.31,,,,-16,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 5:00,2017,3,13,5:00,-9.5,,-21.1,,39,,0,,5,,18,,16.1,,102.32,,,,-17,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 6:00,2017,3,13,6:00,-8.9,,-20.5,,39,,0,,4,,13,,16.1,,102.38,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 7:00,2017,3,13,7:00,-8.7,,-18.1,,47,,0,,4,,11,,16.1,,102.4,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 8:00,2017,3,13,8:00,-8.1,,-16.8,,50,,0,,4,,13,,16.1,,102.37,,,,-14,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 9:00,2017,3,13,9:00,-7.3,,-15.2,,54,,0,,4,,24,,16.1,,102.26,,,,-15,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 10:00,2017,3,13,10:00,-6.1,,-13.1,,58,,0,,9,,21,,16.1,,102.21,,,,-13,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 11:00,2017,3,13,11:00,-5.8,,-12.2,,61,,0,,9,,17,,16.1,,102.18,,,,-12,,NA
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 12:00,2017,3,13,12:00,-5.9,,-9,,79,,0,,7,,30,,4,,102.14,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 13:00,2017,3,13,13:00,-5.7,,-8.6,,80,,0,,7,,30,,4.8,,102.04,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 14:00,2017,3,13,14:00,-6.1,,-8.9,,80,,0,,5,,34,,2.8,,101.96,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 15:00,2017,3,13,15:00,-6.6,,-10,,77,,0,,5,,28,,3.6,,101.92,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 16:00,2017,3,13,16:00,-7,,-11.1,,73,,0,,4,,22,,4.8,,101.86,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 17:00,2017,3,13,17:00,-7.5,,-11.9,,71,,0,,4,,15,,4.8,,101.84,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 18:00,2017,3,13,18:00,-7.6,,-11,,77,,0,,5,,30,,4.8,,101.81,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 19:00,2017,3,13,19:00,-7.9,,-11.3,,77,,0,,4,,22,,8.1,,101.8,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 20:00,2017,3,13,20:00,-7.9,,-11.8,,74,,0,,4,,30,,8.1,,101.79,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 21:00,2017,3,13,21:00,-7.9,,-11.8,,74,,0,,4,,22,,16.1,,101.75,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 22:00,2017,3,13,22:00,-7.9,,-12.1,,72,,0,,3,,24,,16.1,,101.67,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/13 23:00,2017,3,13,23:00,-8.2,,-12.2,,73,,0,,2,,26,,8.1,,101.61,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 0:00,2017,3,14,0:00,-8.4,,-11.9,,76,,0,,3,,26,,4.8,,101.55,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 1:00,2017,3,14,1:00,-8.5,,-12.3,,74,,0,,4,,26,,16.1,,101.47,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 2:00,2017,3,14,2:00,-8.6,,-12.3,,75,,0,,4,,17,,16.1,,101.43,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 3:00,2017,3,14,3:00,-8.9,,-12.6,,75,,0,,2,,18,,4.8,,101.34,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 4:00,2017,3,14,4:00,-9.2,,-12.4,,78,,0,,1,,15,,2.4,,101.25,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 5:00,2017,3,14,5:00,-9.7,,-13,,77,,0,,1,,22,,4.8,,101.22,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 6:00,2017,3,14,6:00,-9.6,,-12.9,,77,,0,,2,,21,,4.8,,101.2,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 7:00,2017,3,14,7:00,-9.8,,-13.4,,75,,0,,2,,24,,6.4,,101.15,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 8:00,2017,3,14,8:00,-9.7,,-13.5,,74,,0,,1,,17,,12.9,,101.1,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 9:00,2017,3,14,9:00,-9.6,,-13.4,,74,,0,,35,,22,,6.4,,101.04,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 10:00,2017,3,14,10:00,-9.4,,-13.1,,75,,0,,35,,28,,3.2,,100.93,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 11:00,2017,3,14,11:00,-9.1,,-13.1,,73,,0,,35,,28,,4.8,,100.85,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 12:00,2017,3,14,12:00,-8.7,,-12.5,,74,,0,,35,,34,,4,,100.77,,,,-18,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 13:00,2017,3,14,13:00,-8.2,,-12.8,,70,,0,,34,,32,,4.8,,100.62,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 14:00,2017,3,14,14:00,-7.8,,-12.7,,68,,0,,35,,32,,4.8,,100.58,,,,-17,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 15:00,2017,3,14,15:00,-7.3,,-12.8,,65,,0,,1,,26,,8.1,,100.59,,,,-15,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 16:00,2017,3,14,16:00,-7.5,,-11.9,,71,,0,,35,,26,,4,,100.57,,,,-16,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 17:00,2017,3,14,17:00,-7.6,,-11.1,,76,,0,,34,,18,,2.4,,100.53,,,,-14,,Snow
-79.4,43.63,TORONTO CITY CENTRE,6158359,2017/3/14 18:00,2017,3,14,18:00,-7.6,,-11.6,,73,,0,,33,,18,,4.8,,100.54,,,,-14,,Snow
